Country,Code,Year,Aquaculture (tonnes),Fisheries (tonnes),Consumption (kg per capita),Artisanal,Industrial,Recreational,Subsistence,Stocks_within,Stocks_overexploited,p_increase_aqua,p_increase_fish,p_increase_consumption,p_increase_artisanal,p_increase_industrial,p_increase_recreational,p_increase_subsistence,p_increase_share_within,p_increase_share_over
Latvia,LVA,2012,574.539978,94404,20.92,,,,,,,5.32%,-38.82%,-18.54%,,,,,,
Latvia,LVA,2013,643.210022,116029,23.66,,,,,,,11.95%,22.91%,13.10%,,,,,,
Latvia,LVA,2014,686.2800293,119536,24,,,,,,,6.70%,3.02%,1.44%,,,,,,
Latvia,LVA,2015,862.8499756,81340,24.28,,,,,,,25.73%,-31.95%,1.17%,,,,,,
Latvia,LVA,2016,788.0770264,114278,24.57,,,,,,,-8.67%,40.49%,1.19%,,,,,,
Latvia,LVA,2017,807.9399414,118140,24.86,,,,,,,2.52%,3.38%,1.18%,,,,,,
Lebanon,LBN,1975,5,2400,3.7,,,,,,,,,,,,,,,
Lebanon,LBN,1976,10,1700,3.65,,,,,,,100.00%,-29.17%,-1.35%,,,,,,
Lebanon,LBN,1977,20,1600,5.52,,,,,,,100.00%,-5.88%,51.23%,,,,,,
Lebanon,LBN,1978,40,1700,0.67,,,,,,,100.00%,6.25%,-87.86%,,,,,,
Lebanon,LBN,1979,25,1650,0.64,,,,,,,-37.50%,-2.94%,-4.48%,,,,,,
Lebanon,LBN,1980,40,1700,0.67,,,,,,,60.00%,3.03%,4.69%,,,,,,
Lebanon,LBN,1981,70,1500,0.6,,,,,,,75.00%,-11.76%,-10.45%,,,,,,
Lebanon,LBN,1982,120,1400,0.58,,,,,,,71.43%,-6.67%,-3.33%,,,,,,
Lebanon,LBN,1983,200,1300,0.57,,,,,,,66.67%,-7.14%,-1.72%,,,,,,
Lebanon,LBN,1984,300,1200,0.56,,,,,,,50.00%,-7.69%,-1.75%,,,,,,
Lebanon,LBN,1985,300,1400,0.64,,,,,,,0.00%,16.67%,14.29%,,,,,,
Lebanon,LBN,1986,375,1500,0.7,,,,,,,25.00%,7.14%,9.37%,,,,,,
Lebanon,LBN,1987,200,1713,0.71,,,,,,,-46.67%,14.20%,1.43%,,,,,,
Lebanon,LBN,1988,100,1713,0.67,,,,,,,-50.00%,0.00%,-5.63%,,,,,,
Lebanon,LBN,1989,100,1713,0.67,,,,,,,0.00%,0.00%,0.00%,,,,,,
Lebanon,LBN,1990,80,1430,0.55,,,,,,,-20.00%,-16.52%,-17.91%,,,,,,
Lebanon,LBN,1991,80,1732,3.58,,,,,,,0.00%,21.12%,550.91%,,,,,,
Lebanon,LBN,1992,130,1731,2.87,,,,,,,62.50%,-0.06%,-19.83%,,,,,,
Lebanon,LBN,1993,180,2032,3.46,,,,,,,38.46%,17.39%,20.56%,,,,,,
Lebanon,LBN,1994,200,2237,4.28,,,,,,,11.11%,10.09%,23.70%,,,,,,
Lebanon,LBN,1995,300,4085,4.71,,,,,,,50.00%,82.61%,10.05%,,,,,,
Lebanon,LBN,1996,350,4135,6.75,,,,,,,16.67%,1.22%,43.31%,,,,,,
Lebanon,LBN,1997,300,3655,9,,,,,,,-14.29%,-11.61%,33.33%,,,,,,
Lebanon,LBN,1998,400,3520,8.12,,,,,,,33.33%,-3.69%,-9.78%,,,,,,
Lebanon,LBN,1999,300,3560,8.29,,,,,,,-25.00%,1.14%,2.09%,,,,,,
Lebanon,LBN,2000,400,3666,7.33,,,,,,,33.33%,2.98%,-11.58%,,,,,,
Lebanon,LBN,2001,300,3670,9.34,,,,,,,-25.00%,0.11%,27.42%,,,,,,
Lebanon,LBN,2002,790,3970,7.76,,,,,,,163.33%,8.17%,-16.92%,,,,,,
Lebanon,LBN,2003,795,3898,7.97,,,,,,,0.63%,-1.81%,2.71%,,,,,,
Lebanon,LBN,2004,795,3866,9.24,,,,,,,0.00%,-0.82%,15.93%,,,,,,
Lebanon,LBN,2005,813,3798,8.39,,,,,,,2.26%,-1.76%,-9.20%,,,,,,
Lebanon,LBN,2006,813,3811,9.53,,,,,,,0.00%,0.34%,13.59%,,,,,,
Lebanon,LBN,2007,818,3700,9.42,,,,,,,0.62%,-2.91%,-1.15%,,,,,,
Lebanon,LBN,2008,975,3600,9.78,,,,,,,19.19%,-2.70%,3.82%,,,,,,
Lebanon,LBN,2009,1080,3500,11.08,,,,,,,10.77%,-2.78%,13.29%,,,,,,
Lebanon,LBN,2010,1180,3400,12.2,,,,,,,9.26%,-2.86%,10.11%,,,,,,
Lebanon,LBN,2011,1280,3300,11.42,,,,,,,8.47%,-2.94%,-6.39%,,,,,,
Lebanon,LBN,2012,1280,3200,11.01,,,,,,,0.00%,-3.03%,-3.59%,,,,,,
Lebanon,LBN,2013,1180,3100,10.61,,,,,,,-7.81%,-3.13%,-3.63%,,,,,,
Lebanon,LBN,2014,1125,2998,9.44,,,,,,,-4.66%,-3.29%,-11.03%,,,,,,
Lebanon,LBN,2015,1025,3638,8.03,,,,,,,-8.89%,21.35%,-14.94%,,,,,,
Lebanon,LBN,2016,1025,4291,8.87,,,,,,,0.00%,17.95%,10.46%,,,,,,
Lebanon,LBN,2017,1025,3617,8.73,,,,,,,0.00%,-15.71%,-1.58%,,,,,,
Lesotho,LSO,1974,10,0,0.01,,,,,,,,,,,,,,,
Lesotho,LSO,1975,23,0,0.02,,,,,,,130.00%,,100.00%,,,,,,
Lesotho,LSO,1976,27,0,0.02,,,,,,,17.39%,,0.00%,,,,,,
Lesotho,LSO,1977,22,0,0.02,,,,,,,-18.52%,,0.00%,,,,,,
Lesotho,LSO,1978,24,0,0.02,,,,,,,9.09%,,0.00%,,,,,,
Lesotho,LSO,1979,27,0,1.06,,,,,,,12.50%,,5200.00%,,,,,,
Lesotho,LSO,1980,23,0,1.86,,,,,,,-14.81%,,75.47%,,,,,,
Lesotho,LSO,1981,15,0,1.84,,,,,,,-34.78%,,-1.08%,,,,,,
Lesotho,LSO,1982,19,0,2.25,,,,,,,26.67%,,22.28%,,,,,,
Lesotho,LSO,1983,20,0,3.03,,,,,,,5.26%,,34.67%,,,,,,
Lesotho,LSO,1984,13,0,2.35,,,,,,,-35.00%,,-22.44%,,,,,,
Lesotho,LSO,1985,23,0,2.17,,,,,,,76.92%,,-7.66%,,,,,,
Lesotho,LSO,1986,25,0,2.01,,,,,,,8.70%,,-7.37%,,,,,,
Lesotho,LSO,1987,26,0,1.98,,,,,,,4.00%,,-1.49%,,,,,,
Lesotho,LSO,1988,30,0,0.02,,,,,,,15.38%,,-98.99%,,,,,,
Lesotho,LSO,1989,25,5,0.02,,,,,,,-16.67%,,0.00%,,,,,,
Lesotho,LSO,1990,20,10,0.02,,,,,,,-20.00%,100.00%,0.00%,,,,,,
Lesotho,LSO,1991,15,10,0.02,,,,,,,-25.00%,0.00%,0.00%,,,,,,
Lesotho,LSO,1992,17,16,0.02,,,,,,,13.33%,60.00%,0.00%,,,,,,
Lesotho,LSO,1993,18,22,0.02,,,,,,,5.88%,37.50%,0.00%,,,,,,
Lesotho,LSO,1994,18,22,0.02,,,,,,,0.00%,0.00%,0.00%,,,,,,
Lesotho,LSO,1995,14,26,0.02,,,,,,,-22.22%,18.18%,0.00%,,,,,,
Lesotho,LSO,1996,14,28,0.02,,,,,,,0.00%,7.69%,0.00%,,,,,,
Lesotho,LSO,1997,14,30,0.02,,,,,,,0.00%,7.14%,0.00%,,,,,,
Lesotho,LSO,1998,8,30,0.02,,,,,,,-42.86%,0.00%,0.00%,,,,,,
Lesotho,LSO,1999,4,30,0.02,,,,,,,-50.00%,0.00%,0.00%,,,,,,
Lesotho,LSO,2000,8,32,0.7,,,,,,,100.00%,6.67%,3400.00%,,,,,,
Lesotho,LSO,2001,8,24,0.91,,,,,,,0.00%,-25.00%,30.00%,,,,,,
Lesotho,LSO,2002,8,40,1.78,,,,,,,0.00%,66.67%,95.60%,,,,,,
Lesotho,LSO,2003,4,42,1.08,,,,,,,-50.00%,5.00%,-39.33%,,,,,,
Lesotho,LSO,2004,2,45,0.75,,,,,,,-50.00%,7.14%,-30.56%,,,,,,
Lesotho,LSO,2005,1,45,0.58,,,,,,,-50.00%,0.00%,-22.67%,,,,,,
Lesotho,LSO,2006,2,45,0.58,,,,,,,100.00%,0.00%,0.00%,,,,,,
Lesotho,LSO,2007,131,48,0.7,,,,,,,6450.00%,6.67%,20.69%,,,,,,
Lesotho,LSO,2008,91,50,0.79,,,,,,,-30.53%,4.17%,12.86%,,,,,,
Lesotho,LSO,2009,107.5999985,45,0.9,,,,,,,18.24%,-10.00%,13.92%,,,,,,
Lesotho,LSO,2010,300.3999939,45,0.88,,,,,,,179.18%,0.00%,-2.22%,,,,,,
Lesotho,LSO,2011,300.3699951,45,0.85,,,,,,,-0.01%,0.00%,-3.41%,,,,,,
Lesotho,LSO,2012,400.3699951,50,0.84,,,,,,,33.29%,11.11%,-1.18%,,,,,,
Lesotho,LSO,2013,500.4299927,50,0.84,,,,,,,24.99%,0.00%,0.00%,,,,,,
Lesotho,LSO,2014,900.5300293,52,2.94,,,,,,,79.95%,4.00%,250.00%,,,,,,
Lesotho,LSO,2015,1001,52,1.44,,,,,,,11.16%,0.00%,-51.02%,,,,,,
Lesotho,LSO,2016,1050,52,1.84,,,,,,,4.90%,0.00%,27.78%,,,,,,
Lesotho,LSO,2017,1801,52,1.84,,,,,,,71.52%,0.00%,0.00%,,,,,,
Liberia,LBR,1970,0,8000,13.8,,,,,,,,,,,,,,,
Liberia,LBR,1971,0,8200,14.54,,,,,,,,2.50%,5.36%,,,,,,
Liberia,LBR,1972,0,8900,12.16,,,,,,,,8.54%,-16.37%,,,,,,
Liberia,LBR,1973,0,9300,14.97,,,,,,,,4.49%,23.11%,,,,,,
Liberia,LBR,1974,0,10064,15.23,,,,,,,,8.22%,1.74%,,,,,,
Liberia,LBR,1975,0,10046,15.05,,,,,,,,-0.18%,-1.18%,,,,,,
Liberia,LBR,1976,0,10132,14.1,,,,,,,,0.86%,-6.31%,,,,,,
Liberia,LBR,1977,0,10190,15.25,,,,,,,,0.57%,8.16%,,,,,,
Liberia,LBR,1978,0,10812,14.76,,,,,,,,6.10%,-3.21%,,,,,,
Liberia,LBR,1979,0,13484,17.41,,,,,,,,24.71%,17.95%,,,,,,
Liberia,LBR,1980,0,11791,13.59,,,,,,,,-12.56%,-21.94%,,,,,,
Liberia,LBR,1981,0,13004,12.18,,,,,,,,10.29%,-10.38%,,,,,,
Liberia,LBR,1982,35,13553,13.47,,,,,,,,4.22%,10.59%,,,,,,
Liberia,LBR,1983,9,15277,15.99,,,,,,,-74.29%,12.72%,18.71%,,,,,,
Liberia,LBR,1984,7,14650,17.42,,,,,,,-22.22%,-4.10%,8.94%,,,,,,
Liberia,LBR,1985,8,11478,13.16,,,,,,,14.29%,-21.65%,-24.45%,,,,,,
Liberia,LBR,1986,6,16053,14.76,,,,,,,-25.00%,39.86%,12.16%,,,,,,
Liberia,LBR,1987,3,18731,15.24,,,,,,,-50.00%,16.68%,3.25%,,,,,,
Liberia,LBR,1988,2,16074,14.7,,,,,,,-33.33%,-14.19%,-3.54%,,,,,,
Liberia,LBR,1989,3,14802,14.17,,,,,,,50.00%,-7.91%,-3.61%,,,,,,
Liberia,LBR,1990,0,6463,9.19,,,,,,,-100.00%,-56.34%,-35.14%,,,,,,
Liberia,LBR,1991,0,9620,8.46,,,,,,,,48.85%,-7.94%,,,,,,
Liberia,LBR,1992,0,8891,6.23,,,,,,,,-7.58%,-26.36%,,,,,,
Liberia,LBR,1993,0,7782,4.83,,,,,,,,-12.47%,-22.47%,,,,,,
Liberia,LBR,1994,0,7721,4.93,,,,,,,,-0.78%,2.07%,,,,,,
Liberia,LBR,1995,0,8829,5.42,,,,,,,,14.35%,9.94%,,,,,,
Liberia,LBR,1996,0,8308,5.11,,,,,,,,-5.90%,-5.72%,,,,,,
Liberia,LBR,1997,0,8491,5.06,,,,,,,,2.20%,-0.98%,,,,,,
Liberia,LBR,1998,20,10697,5.29,,,,,,,,25.98%,4.55%,,,,,,
Liberia,LBR,1999,20,14682,6.48,,,,,,,0.00%,37.25%,22.50%,,,,,,
Liberia,LBR,2000,22,11518,5.7,,,,,,,10.00%,-21.55%,-12.04%,,,,,,
Liberia,LBR,2001,14,10496,4.41,,,,,,,-36.36%,-8.87%,-22.63%,,,,,,
Liberia,LBR,2002,30,11042,4.1,,,,,,,114.29%,5.20%,-7.03%,,,,,,
Liberia,LBR,2003,30,10464,4.46,,,,,,,0.00%,-5.23%,8.78%,,,,,,
Liberia,LBR,2004,37,13725,5.01,,,,,,,23.33%,31.16%,12.33%,,,,,,
Liberia,LBR,2005,45,12147,4.54,,,,,,,21.62%,-11.50%,-9.38%,,,,,,
Liberia,LBR,2006,50,8894,3.63,,,,,,,11.11%,-26.78%,-20.04%,,,,,,
Liberia,LBR,2007,60,14488,4.69,,,,,,,20.00%,62.90%,29.20%,,,,,,
Liberia,LBR,2008,60,7890,3.72,,,,,,,0.00%,-45.54%,-20.68%,,,,,,
Liberia,LBR,2009,70,10700,3.58,,,,,,,16.67%,35.61%,-3.76%,,,,,,
Liberia,LBR,2010,80,11700,4.34,,,,,,,14.29%,9.35%,21.23%,,,,,,
Liberia,LBR,2011,90,13571,4.38,,,,,,,12.50%,15.99%,0.92%,,,,,,
Liberia,LBR,2012,100,14159,4.27,,,,,,,11.11%,4.33%,-2.51%,,,,,,
Liberia,LBR,2013,130,15201,4.16,,,,,,,30.00%,7.36%,-2.58%,,,,,,
Liberia,LBR,2014,165,14522,7.35,,,,,,,26.92%,-4.47%,76.68%,,,,,,
Liberia,LBR,2015,180,14079,6.64,,,,,,,9.09%,-3.05%,-9.66%,,,,,,
Liberia,LBR,2016,200,13718,6.03,,,,,,,11.11%,-2.56%,-9.19%,,,,,,
Liberia,LBR,2017,220,11974,5.88,,,,,,,10.00%,-12.71%,-2.49%,,,,,,
Lithuania,LTU,1992,3899,188467,27.28,,,,,,,,,,,,,,,
Lithuania,LTU,1993,2907,117171,24.29,,,,,,,-25.44%,-37.83%,-10.96%,,,,,,
Lithuania,LTU,1994,1874,49162,17.77,,,,,,,-35.53%,-58.04%,-26.84%,,,,,,
Lithuania,LTU,1995,1714,57368,16.28,,,,,,,-8.54%,16.69%,-8.38%,,,,,,
Lithuania,LTU,1996,1537,88514,31.87,,,,,,,-10.33%,54.29%,95.76%,,,,,,
Lithuania,LTU,1997,1516,44002,21.93,,,,,,,-1.37%,-50.29%,-31.19%,,,,,,
Lithuania,LTU,1998,1516,66578,21.76,,,,,,,0.00%,51.31%,-0.78%,,,,,,
Lithuania,LTU,1999,1650,72962,29.2,,,,,,,8.84%,9.59%,34.19%,,,,,,
Lithuania,LTU,2000,1996,78988,36.76,,,,,,,20.97%,8.26%,25.89%,,,,,,
Lithuania,LTU,2001,2001,150831,42.01,,,,,,,0.25%,90.95%,14.28%,,,,,,
Lithuania,LTU,2002,1750,150146,42.84,,,,,,,-12.54%,-0.45%,1.98%,,,,,,
Lithuania,LTU,2003,2356,157205,37.59,,,,,,,34.63%,4.70%,-12.25%,,,,,,
Lithuania,LTU,2004,2697,161988,42.12,,,,,,,14.47%,3.04%,12.05%,,,,,,
Lithuania,LTU,2005,2013,139785,39.35,,,,,,,-25.36%,-13.71%,-6.58%,,,,,,
Lithuania,LTU,2006,2224,154548,37.16,,,,,,,10.48%,10.56%,-5.57%,,,,,,
Lithuania,LTU,2007,3377,187513,43.48,,,,,,,51.84%,21.33%,17.01%,,,,,,
Lithuania,LTU,2008,3008,182760,43.39,,,,,,,-10.93%,-2.53%,-0.21%,,,,,,
Lithuania,LTU,2009,3421.600098,172692,43.47,,,,,,,13.75%,-5.51%,0.18%,,,,,,
Lithuania,LTU,2010,3190.98999,149851,42.91,,,,,,,-6.74%,-13.23%,-1.29%,,,,,,
Lithuania,LTU,2011,3279.610107,138557,43.25,,,,,,,2.78%,-7.54%,0.79%,,,,,,
Lithuania,LTU,2012,3581.959961,66970,43.48,,,,,,,9.22%,-51.67%,0.53%,,,,,,
Lithuania,LTU,2013,4210.879883,90871,43.64,,,,,,,17.56%,35.69%,0.37%,,,,,,
Lithuania,LTU,2014,3835.800049,150067,31.68,,,,,,,-8.91%,65.14%,-27.41%,,,,,,
Lithuania,LTU,2015,4450.169922,85144,32.11,,,,,,,16.02%,-43.26%,1.36%,,,,,,
Lithuania,LTU,2016,4392.740234,106945,32.58,,,,,,,-1.29%,25.60%,1.46%,,,,,,
Lithuania,LTU,2017,3749.070068,89770,33.09,,,,,,,-14.65%,-16.06%,1.57%,,,,,,
Madagascar,MDG,1976,4,60939,7.26,,,,,,,,,,,,,,,
Madagascar,MDG,1977,9,62462,7.28,,,,,,,125.00%,2.50%,0.28%,,,,,,
Madagascar,MDG,1978,13,61076,6.9,,,,,,,44.44%,-2.22%,-5.22%,,,,,,
Madagascar,MDG,1979,27,60498,6.73,,,,,,,107.69%,-0.95%,-2.46%,,,,,,
Madagascar,MDG,1980,53,57408,6.24,,,,,,,96.30%,-5.11%,-7.28%,,,,,,
Madagascar,MDG,1981,92,57969,6.1,,,,,,,73.58%,0.98%,-2.24%,,,,,,
Madagascar,MDG,1982,127,59478,6.01,,,,,,,38.04%,2.60%,-1.48%,,,,,,
Madagascar,MDG,1983,168,63476,6.36,,,,,,,32.28%,6.72%,5.82%,,,,,,
Madagascar,MDG,1984,190,67428,6.52,,,,,,,13.10%,6.23%,2.52%,,,,,,
Madagascar,MDG,1985,284,69025,6.5,,,,,,,49.47%,2.37%,-0.31%,,,,,,
Madagascar,MDG,1986,181,84247,7.78,,,,,,,-36.27%,22.05%,19.69%,,,,,,
Madagascar,MDG,1987,194,93400,8.13,,,,,,,7.18%,10.86%,4.50%,,,,,,
Madagascar,MDG,1988,231,104909,8.78,,,,,,,19.07%,12.32%,8.00%,,,,,,
Madagascar,MDG,1989,230,101809,8.19,,,,,,,-0.43%,-2.95%,-6.72%,,,,,,
Madagascar,MDG,1990,280,105600,8.31,,,,,,,21.74%,3.72%,1.47%,,,,,,
Madagascar,MDG,1991,198,100387,7.52,,,,,,,-29.29%,-4.94%,-9.51%,,,,,,
Madagascar,MDG,1992,2640,106175,7.89,,,,,,,1233.33%,5.77%,4.92%,,,,,,
Madagascar,MDG,1993,2289,116669,7.99,,,,,,,-13.30%,9.88%,1.27%,,,,,,
Madagascar,MDG,1994,3295,120120,6.66,,,,,,,43.95%,2.96%,-16.65%,,,,,,
Madagascar,MDG,1995,4712,119038,6.18,,,,,,,43.00%,-0.90%,-7.21%,,,,,,
Madagascar,MDG,1996,5075,120020,5.61,,,,,,,7.70%,0.82%,-9.22%,,,,,,
Madagascar,MDG,1997,8582,123161,8.06,,,,,,,69.10%,2.62%,43.67%,,,,,,
Madagascar,MDG,1998,4503,121725,6.88,,,,,,,-47.53%,-1.17%,-14.64%,,,,,,
Madagascar,MDG,1999,5811,122740,7.15,,,,,,,29.05%,0.83%,3.92%,,,,,,
Madagascar,MDG,2000,7980,127573,7.48,,,,,,,37.33%,3.94%,4.62%,,,,,,
Madagascar,MDG,2001,8449,133823,6.26,,,,,,,5.88%,4.90%,-16.31%,,,,,,
Madagascar,MDG,2002,10413,137061,6.88,,,,,,,23.25%,2.42%,9.90%,,,,,,
Madagascar,MDG,2003,10267,137970,6.75,,,,,,,-1.40%,0.66%,-1.89%,,,,,,
Madagascar,MDG,2004,9603,140676,6.63,,,,,,,-6.47%,1.96%,-1.78%,,,,,,
Madagascar,MDG,2005,10296,138498,6.85,,,,,,,7.22%,-1.55%,3.32%,,,,,,
Madagascar,MDG,2006,16534,141353,6.84,,,,,,,60.59%,2.06%,-0.15%,,,,,,
Madagascar,MDG,2007,14943,154128,7.42,,,,,,,-9.62%,9.04%,8.48%,,,,,,
Madagascar,MDG,2008,14486,123904,5.82,,,,,,,-3.06%,-19.61%,-21.56%,,,,,,
Madagascar,MDG,2009,9716,134553,6.13,,,,,,,-32.93%,8.59%,5.33%,,,,,,
Madagascar,MDG,2010,10886,129638,5.67,,,,,,,12.04%,-3.65%,-7.50%,,,,,,
Madagascar,MDG,2011,10544,127070,4.82,,,,,,,-3.14%,-1.98%,-14.99%,,,,,,
Madagascar,MDG,2012,9987.5,118075,4.69,,,,,,,-5.28%,-7.08%,-2.70%,,,,,,
Madagascar,MDG,2013,12549,104597,4.56,,,,,,,25.65%,-11.41%,-2.77%,,,,,,
Madagascar,MDG,2014,15440,95824,3.56,,,,,,,23.04%,-8.39%,-21.93%,,,,,,
Madagascar,MDG,2015,22694.21094,114905,4.38,,,,,,,46.98%,19.91%,23.03%,,,,,,
Madagascar,MDG,2016,25998,142833,5.44,,,,,,,14.56%,24.31%,24.20%,,,,,,
Madagascar,MDG,2017,28335,161606,5.29,,,,,,,8.99%,13.14%,-2.76%,,,,,,
Malawi,MWI,1970,0,47000,10.2,,,,,,,,,,,,,,,
Malawi,MWI,1971,0,60000,12.63,,,,,,,,27.66%,23.82%,,,,,,
Malawi,MWI,1972,0,70000,14.15,,,,,,,,16.67%,12.03%,,,,,,
Malawi,MWI,1973,0,69300,13.5,,,,,,,,-1.00%,-4.59%,,,,,,
Malawi,MWI,1974,2,70275,13.45,,,,,,,,1.41%,-0.37%,,,,,,
Malawi,MWI,1975,6,70986,12.43,,,,,,,200.00%,1.01%,-7.58%,,,,,,
Malawi,MWI,1976,7,74893,13.37,,,,,,,16.67%,5.50%,7.56%,,,,,,
Malawi,MWI,1977,14,68186,11.52,,,,,,,100.00%,-8.96%,-13.84%,,,,,,
Malawi,MWI,1978,32,67768,11.27,,,,,,,128.57%,-0.61%,-2.17%,,,,,,
Malawi,MWI,1979,49,59953,9.47,,,,,,,53.13%,-11.53%,-15.97%,,,,,,
Malawi,MWI,1980,70,65694,9.45,,,,,,,42.86%,9.58%,-0.21%,,,,,,
Malawi,MWI,1981,82,51319,7.41,,,,,,,17.14%,-21.88%,-21.59%,,,,,,
Malawi,MWI,1982,107,58322,8.34,,,,,,,30.49%,13.65%,12.55%,,,,,,
Malawi,MWI,1983,143,66863,9.66,,,,,,,33.64%,14.64%,15.83%,,,,,,
Malawi,MWI,1984,123,64945,9.26,,,,,,,-13.99%,-2.87%,-4.14%,,,,,,
Malawi,MWI,1985,180,61892,8.5,,,,,,,46.34%,-4.70%,-8.21%,,,,,,
Malawi,MWI,1986,188,73170,9.46,,,,,,,4.44%,18.22%,11.29%,,,,,,
Malawi,MWI,1987,203,88793,10.78,,,,,,,7.98%,21.35%,13.95%,,,,,,
Malawi,MWI,1988,215,80002,9.08,,,,,,,5.91%,-9.90%,-15.77%,,,,,,
Malawi,MWI,1989,217,72854,7.81,,,,,,,0.93%,-8.93%,-13.99%,,,,,,
Malawi,MWI,1990,197,75025,7.86,,,,,,,-9.22%,2.98%,0.64%,,,,,,
Malawi,MWI,1991,223,65094,6.61,,,,,,,13.20%,-13.24%,-15.90%,,,,,,
Malawi,MWI,1992,223,69527,7.13,,,,,,,0.00%,6.81%,7.87%,,,,,,
Malawi,MWI,1993,255,69987,6.95,,,,,,,14.35%,0.66%,-2.52%,,,,,,
Malawi,MWI,1994,225,60311,5.98,,,,,,,-11.76%,-13.83%,-13.96%,,,,,,
Malawi,MWI,1995,226,54614,5.41,,,,,,,0.44%,-9.45%,-9.53%,,,,,,
Malawi,MWI,1996,240,64205,6.3,,,,,,,6.19%,17.56%,16.45%,,,,,,
Malawi,MWI,1997,231,56740,5.52,,,,,,,-3.75%,-11.63%,-12.38%,,,,,,
Malawi,MWI,1998,229,41311,3.9,,,,,,,-0.87%,-27.19%,-29.35%,,,,,,
Malawi,MWI,1999,590,45591,4.3,,,,,,,157.64%,10.36%,10.26%,,,,,,
Malawi,MWI,2000,530,50200,4.78,,,,,,,-10.17%,10.11%,11.16%,,,,,,
Malawi,MWI,2001,568,41875,3.59,,,,,,,7.17%,-16.58%,-24.90%,,,,,,
Malawi,MWI,2002,642,41389,3.55,,,,,,,13.03%,-1.16%,-1.11%,,,,,,
Malawi,MWI,2003,666,53844,4.52,,,,,,,3.74%,30.09%,27.32%,,,,,,
Malawi,MWI,2004,733,56483,4.67,,,,,,,10.06%,4.90%,3.32%,,,,,,
Malawi,MWI,2005,812,60232,4.73,,,,,,,10.78%,6.64%,1.28%,,,,,,
Malawi,MWI,2006,1500,73485,5.84,,,,,,,84.73%,22.00%,23.47%,,,,,,
Malawi,MWI,2007,1500,67787,5.25,,,,,,,0.00%,-7.75%,-10.10%,,,,,,
Malawi,MWI,2008,1700,73389,5.62,,,,,,,13.33%,8.26%,7.05%,,,,,,
Malawi,MWI,2009,1620,72430,5.18,,,,,,,-4.71%,-1.31%,-7.83%,,,,,,
Malawi,MWI,2010,2631,101548,7.01,,,,,,,62.41%,40.20%,35.33%,,,,,,
Malawi,MWI,2011,2833,86015,5.7,,,,,,,7.68%,-15.30%,-18.69%,,,,,,
Malawi,MWI,2012,3232,131455,8.26,,,,,,,14.08%,52.83%,44.91%,,,,,,
Malawi,MWI,2013,3705,117621,7.33,,,,,,,14.63%,-10.52%,-11.26%,,,,,,
Malawi,MWI,2014,4741.560059,118913,7.78,,,,,,,27.98%,1.10%,6.14%,,,,,,
Malawi,MWI,2015,4974,147889,9.11,,,,,,,4.90%,24.37%,17.10%,,,,,,
Malawi,MWI,2016,7646.390137,164949,9.75,,,,,,,53.73%,11.54%,7.03%,,,,,,
Malawi,MWI,2017,12216.7998,211295,9.5,,,,,,,59.77%,28.10%,-2.56%,,,,,,
Malaysia,MYS,1961,7911,160100,20.36,,,,,,,,,,,,,,,
Malaysia,MYS,1962,9968,179877,21.53,,,,,,,26.00%,12.35%,5.75%,,,,,,
Malaysia,MYS,1963,21941,198200,23.33,,,,,,,120.11%,10.19%,8.36%,,,,,,
Malaysia,MYS,1964,21302,192300,21.24,,,,,,,-2.91%,-2.98%,-8.96%,,,,,,
Malaysia,MYS,1965,21508,208500,20.01,,,,,,,0.97%,8.42%,-5.79%,,,,,,
Malaysia,MYS,1966,26709,246800,23.27,,,,,,,24.18%,18.37%,16.29%,,,,,,
Malaysia,MYS,1967,29211,315100,26.21,,,,,,,9.37%,27.67%,12.63%,,,,,,
Malaysia,MYS,1968,29408,353800,28.34,,,,,,,0.67%,12.28%,8.13%,,,,,,
Malaysia,MYS,1969,30802,318800,25.99,,,,,,,4.74%,-9.89%,-8.29%,,,,,,
Malaysia,MYS,1970,34296,307452,23.44,,,,,,,11.34%,-3.56%,-9.81%,,,,,,
Malaysia,MYS,1971,31287,337219,24.61,,,,,,,-8.77%,9.68%,4.99%,,,,,,
Malaysia,MYS,1972,32578,326872,22.35,,,,,,,4.13%,-3.07%,-9.18%,,,,,,
Malaysia,MYS,1973,42867,401900,28.59,,,,,,,31.58%,22.95%,27.92%,,,,,,
Malaysia,MYS,1974,51946,473420,34.59,,,,,,,21.18%,17.80%,20.99%,,,,,,
Malaysia,MYS,1975,32071,442196,29.83,,,,,,,-38.26%,-6.60%,-13.76%,,,,,,
Malaysia,MYS,1976,34842,481497,32.82,,,,,,,8.64%,8.89%,10.02%,,,,,,
Malaysia,MYS,1977,49737,572564,43.58,,,,,,,42.75%,18.91%,32.78%,,,,,,
Malaysia,MYS,1978,59058,629671,43.37,,,,,,,18.74%,9.97%,-0.48%,,,,,,
Malaysia,MYS,1979,67206,632290,44.02,,,,,,,13.80%,0.42%,1.50%,,,,,,
Malaysia,MYS,1980,125334,614931,42.86,,,,,,,86.49%,-2.75%,-2.64%,,,,,,
Malaysia,MYS,1981,73262,735722,42.59,,,,,,,-41.55%,19.64%,-0.63%,,,,,,
Malaysia,MYS,1982,57185,675223,44.3,,,,,,,-21.94%,-8.22%,4.02%,,,,,,
Malaysia,MYS,1983,46528,748723,41.73,,,,,,,-18.64%,10.89%,-5.80%,,,,,,
